brick_id,x_mm,y_mm,z_mm,orientation,active
290,600,1300,0,X,1
291,800,1300,0,X,1
292,1000,1300,0,X,1
293,1200,1300,0,X,1
294,1400,1300,0,X,1
295,1600,1300,0,X,1
296,1800,1300,0,X,1
297,2000,1300,0,X,1
298,2200,1300,0,X,1
299,2400,1300,0,X,1
300,2600,1300,0,X,1
301,2800,1300,0,X,1
302,3000,1300,0,X,1
303,3200,1300,0,X,1
304,3400,1300,0,X,1
305,3600,1300,0,X,1
306,3800,1300,0,X,1
307,4000,1300,0,X,1
308,4200,1300,0,X,1
309,0,1400,0,X,1
310,200,1400,0,X,1
311,400,1400,0,X,1
312,600,1400,0,X,1
313,800,1400,0,X,1
314,1000,1400,0,X,1
315,1200,1400,0,X,1
316,1400,1400,0,X,1
317,1600,1400,0,X,1
318,1800,1400,0,X,1
319,2000,1400,0,X,1
320,2200,1400,0,X,1
321,2400,1400,0,X,1
322,2600,1400,0,X,1
323,2800,1400,0,X,1
324,3000,1400,0,X,1
325,3200,1400,0,X,1
326,3400,1400,0,X,1
327,3600,1400,0,X,1
328,3800,1400,0,X,1
329,4000,1400,0,X,1
330,4200,1400,0,X,1
331,0,1500,0,X,1
332,200,1500,0,X,1
333,400,1500,0,X,1
334,600,1500,0,X,1
335,800,1500,0,X,1
336,1000,1500,0,X,1
337,1200,1500,0,X,1
338,1400,1500,0,X,1
339,1600,1500,0,X,1
340,1800,1500,0,X,1
341,2000,1500,0,X,1
342,2200,1500,0,X,1
343,2400,1500,0,X,1
344,2600,1500,0,X,1
345,2800,1500,0,X,1
346,3000,1500,0,X,1
347,3200,1500,0,X,1
348,3400,1500,0,X,1
349,3600,1500,0,X,1
350,3800,1500,0,X,1
351,4000,1500,0,X,1
352,4200,1500,0,X,1
353,0,1600,0,X,1
354,200,1600,0,X,1
355,400,1600,0,X,1
356,600,1600,0,X,1
357,800,1600,0,X,1
358,1000,1600,0,X,1
359,1200,1600,0,X,1
360,1400,1600,0,X,1
361,1600,1600,0,X,1
362,1800,1600,0,X,1
363,2000,1600,0,X,1
364,2200,1600,0,X,1
365,2400,1600,0,X,1
366,2600,1600,0,X,1
367,2800,1600,0,X,1
368,3000,1600,0,X,1
369,3200,1600,0,X,1
370,3400,1600,0,X,1
371,3600,1600,0,X,1
372,3800,1600,0,X,1
373,4000,1600,0,X,1
374,4200,1600,0,X,1
375,0,1700,0,X,1
376,200,1700,0,X,1
377,400,1700,0,X,1
378,600,1700,0,X,1
379,800,1700,0,X,1
380,1000,1700,0,X,1
381,1200,1700,0,X,1
382,1400,1700,0,X,1
383,1600,1700,0,X,1
384,1800,1700,0,X,1
385,2000,1700,0,X,1
386,2200,1700,0,X,1
387,2400,1700,0,X,1
388,2600,1700,0,X,1
389,2800,1700,0,X,1
390,3000,1700,0,X,1
391,3200,1700,0,X,1
392,3400,1700,0,X,1
393,3600,1700,0,X,1
394,3800,1700,0,X,1
395,4000,1700,0,X,1
396,4200,1700,0,X,1
397,0,1800,0,X,1
398,200,1800,0,X,1
399,400,1800,0,X,1
400,600,1800,0,X,1
401,800,1800,0,X,1
402,1000,1800,0,X,1
403,1200,1800,0,X,1
404,1400,1800,0,X,1
405,1600,1800,0,X,1
406,1800,1800,0,X,1
407,2000,1800,0,X,1
408,2200,1800,0,X,1
409,2400,1800,0,X,1
410,2600,1800,0,X,1
411,2800,1800,0,X,1
412,3000,1800,0,X,1
413,3200,1800,0,X,1
414,3400,1800,0,X,1
415,3600,1800,0,X,1
416,3800,1800,0,X,1
417,4000,1800,0,X,1
418,4200,1800,0,X,1
419,0,1900,0,X,1
420,200,1900,0,X,1
421,400,1900,0,X,1
422,600,1900,0,X,1
423,800,1900,0,X,1
424,1000,1900,0,X,1
425,1200,1900,0,X,1
426,1400,1900,0,X,1
427,1600,1900,0,X,1
428,1800,1900,0,X,1
429,2000,1900,0,X,1
430,2200,1900,0,X,1
431,2400,1900,0,X,1
432,2600,1900,0,X,1
433,2800,1900,0,X,1
434,3000,1900,0,X,1
435,3200,1900,0,X,1
436,3400,1900,0,X,1
437,3600,1900,0,X,1
438,3800,1900,0,X,1
439,4000,1900,0,X,1
440,4200,1900,0,X,1
441,0,2000,0,X,1
442,200,2000,0,X,1
443,400,2000,0,X,1
444,600,2000,0,X,1
445,800,2000,0,X,1
446,1000,2000,0,X,1
447,1200,2000,0,X,1
448,1400,2000,0,X,1
449,1600,2000,0,X,1
450,1800,2000,0,X,1
451,2000,2000,0,X,1
452,2200,2000,0,X,1
453,2400,2000,0,X,1
454,2600,2000,0,X,1
455,2800,2000,0,X,1
456,3000,2000,0,X,1
457,3200,2000,0,X,1
458,3400,2000,0,X,1
459,3600,2000,0,X,1
460,3800,2000,0,X,1
461,4000,2000,0,X,1
462,4200,2000,0,X,1
463,0,2100,0,X,1
464,200,2100,0,X,1
465,400,2100,0,X,1
466,600,2100,0,X,1
467,800,2100,0,X,1
468,1000,2100,0,X,1
469,1200,2100,0,X,1
470,1400,2100,0,X,1
471,1600,2100,0,X,1
472,1800,2100,0,X,1
473,2000,2100,0,X,1
474,2200,2100,0,X,1
475,2400,2100,0,X,1
476,2600,2100,0,X,1
477,2800,2100,0,X,1
478,3000,2100,0,X,1
479,3200,2100,0,X,1
480,3400,2100,0,X,1
481,3600,2100,0,X,1
482,3800,2100,0,X,1
483,4000,2100,0,X,1
484,4200,2100,0,X,1
485,0,2200,0,X,1
486,200,2200,0,X,1
487,400,2200,0,X,1
488,600,2200,0,X,1
489,800,2200,0,X,1
490,1000,2200,0,X,1
491,1200,2200,0,X,1
492,1400,2200,0,X,1
493,1600,2200,0,X,1
494,1800,2200,0,X,1
495,2000,2200,0,X,1
496,2200,2200,0,X,1
497,2400,2200,0,X,1
498,2600,2200,0,X,1
499,2800,2200,0,X,1
500,3000,2200,0,X,1
501,3200,2200,0,X,1
502,3400,2200,0,X,1
503,3600,2200,0,X,1
504,3800,2200,0,X,1
505,4000,2200,0,X,1
506,4200,2200,0,X,1
507,0,2300,0,X,1
508,200,2300,0,X,1
509,400,2300,0,X,1
510,600,2300,0,X,1
511,800,2300,0,X,1
512,1000,2300,0,X,1
513,1200,2300,0,X,1
514,1400,2300,0,X,1
515,1600,2300,0,X,1
516,1800,2300,0,X,1
517,2000,2300,0,X,1
518,2200,2300,0,X,1
519,2400,2300,0,X,1
520,2600,2300,0,X,1
521,2800,2300,0,X,1
522,3000,2300,0,X,1
523,3200,2300,0,X,1
524,3400,2300,0,X,1
525,3600,2300,0,X,1
526,3800,2300,0,X,1
527,4000,2300,0,X,1
528,4200,2300,0,X,1
529,0,2400,0,X,1
530,200,2400,0,X,1
531,400,2400,0,X,1
532,600,2400,0,X,1
533,800,2400,0,X,1
534,1000,2400,0,X,1
535,1200,2400,0,X,1
536,1400,2400,0,X,1
537,1600,2400,0,X,1
538,1800,2400,0,X,1
539,2000,2400,0,X,1
540,2200,2400,0,X,1
541,2400,2400,0,X,1
542,2600,2400,0,X,1
543,2800,2400,0,X,1
544,3000,2400,0,X,1
545,3200,2400,0,X,1
546,3400,2400,0,X,1
547,3600,2400,0,X,1
548,3800,2400,0,X,1
549,4000,2400,0,X,1
550,4200,2400,0,X,1
551,0,2500,0,X,1
552,200,2500,0,X,1
553,400,2500,0,X,1
554,600,2500,0,X,1
555,800,2500,0,X,1
556,1000,2500,0,X,1
557,1200,2500,0,X,1
558,1400,2500,0,X,1
559,1600,2500,0,X,1
560,1800,2500,0,X,1
561,2000,2500,0,X,1
562,2200,2500,0,X,1
563,2400,2500,0,X,1
564,2600,2500,0,X,1
565,2800,2500,0,X,1
566,3000,2500,0,X,1
567,3200,2500,0,X,1
568,3400,2500,0,X,1
569,3600,2500,0,X,1
570,3800,2500,0,X,1
571,4000,2500,0,X,1
572,4200,2500,0,X,1
573,0,2600,0,X,1
574,200,2600,0,X,1
575,400,2600,0,X,1
576,600,2600,0,X,1
577,800,2600,0,X,1
578,1000,2600,0,X,1
579,1200,2600,0,X,1
580,1400,2600,0,X,1
581,1600,2600,0,X,1
582,1800,2600,0,X,1
583,2000,2600,0,X,1
584,2200,2600,0,X,1
585,2400,2600,0,X,1
586,2600,2600,0,X,1
587,2800,2600,0,X,1
588,3000,2600,0,X,1
589,3200,2600,0,X,1
590,3400,2600,0,X,1
591,3600,2600,0,X,1
592,3800,2600,0,X,1
593,4000,2600,0,X,1
594,4200,2600,0,X,1
595,0,2700,0,X,1
596,200,2700,0,X,1
597,400,2700,0,X,1
598,600,2700,0,X,1
599,800,2700,0,X,1
600,1000,2700,0,X,1
601,1200,2700,0,X,1
602,1400,2700,0,X,1
603,1600,2700,0,X,1
604,1800,2700,0,X,1
605,2000,2700,0,X,1
606,2200,2700,0,X,1
607,2400,2700,0,X,1
608,2600,2700,0,X,1
609,2800,2700,0,X,1
610,3000,2700,0,X,1
611,3200,2700,0,X,1
612,3400,2700,0,X,1
613,3600,2700,0,X,1
614,3800,2700,0,X,1
615,4000,2700,0,X,1
616,4200,2700,0,X,1
617,0,2800,0,X,1
618,200,2800,0,X,1
619,400,2800,0,X,1
620,600,2800,0,X,1
621,800,2800,0,X,1
622,1000,2800,0,X,1
623,1200,2800,0,X,1
624,1400,2800,0,X,1
625,1600,2800,0,X,1
626,1800,2800,0,X,1
627,2000,2800,0,X,1
628,2200,2800,0,X,1
629,2400,2800,0,X,1
630,2600,2800,0,X,1
631,2800,2800,0,X,1
632,3000,2800,0,X,1
633,3200,2800,0,X,1
634,3400,2800,0,X,1
635,3600,2800,0,X,1
636,3800,2800,0,X,1
637,4000,2800,0,X,1
638,4200,2800,0,X,1
639,0,2900,0,X,1
640,200,2900,0,X,1
641,400,2900,0,X,1
642,600,2900,0,X,1
643,800,2900,0,X,1
644,1000,2900,0,X,1
645,1200,2900,0,X,1
646,1400,2900,0,X,1
647,1600,2900,0,X,1
648,1800,2900,0,X,1
649,2000,2900,0,X,1
650,2200,2900,0,X,1
651,2400,2900,0,X,1
652,2600,2900,0,X,1
653,2800,2900,0,X,1
654,3000,2900,0,X,1
655,3200,2900,0,X,1
656,3400,2900,0,X,1
657,3600,2900,0,X,1
658,3800,2900,0,X,1
659,4000,2900,0,X,1
660,4200,2900,0,X,1
661,0,3000,0,X,1
662,200,3000,0,X,1
663,400,3000,0,X,1
664,600,3000,0,X,1
665,800,3000,0,X,1
666,1000,3000,0,X,1
667,1200,3000,0,X,1
668,1400,3000,0,X,1
669,1600,3000,0,X,1
670,1800,3000,0,X,1
671,2000,3000,0,X,1
672,2200,3000,0,X,1
673,2400,3000,0,X,1
674,2600,3000,0,X,1
675,2800,3000,0,X,1
676,3000,3000,0,X,1
677,3200,3000,0,X,1
678,3400,3000,0,X,1
679,3600,3000,0,X,1
680,3800,3000,0,X,1
681,4000,3000,0,X,1
682,4200,3000,0,X,1
683,0,3100,0,X,1
684,200,3100,0,X,1
685,400,3100,0,X,1
686,600,3100,0,X,1
687,800,3100,0,X,1
688,1000,3100,0,X,1
689,1200,3100,0,X,1
690,1400,3100,0,X,1
691,1600,3100,0,X,1
692,1800,3100,0,X,1
693,2000,3100,0,X,1
694,2200,3100,0,X,1
695,2400,3100,0,X,1
696,2600,3100,0,X,1
697,2800,3100,0,X,1
698,3000,3100,0,X,1
699,3200,3100,0,X,1
700,3400,3100,0,X,1
701,3600,3100,0,X,1
702,3800,3100,0,X,1
703,4000,3100,0,X,1
704,4200,3100,0,X,1
705,0,3200,0,X,1
706,200,3200,0,X,1
707,400,3200,0,X,1
708,600,3200,0,X,1
709,800,3200,0,X,1
710,1000,3200,0,X,1
711,1200,3200,0,X,1
712,1400,3200,0,X,1
713,1600,3200,0,X,1
714,1800,3200,0,X,1
715,2000,3200,0,X,1
716,2200,3200,0,X,1
717,2400,3200,0,X,1
718,2600,3200,0,X,1
719,2800,3200,0,X,1
720,3000,3200,0,X,1
721,3200,3200,0,X,1
722,3400,3200,0,X,1
723,3600,3200,0,X,1
724,3800,3200,0,X,1
725,4000,3200,0,X,1
726,4200,3200,0,X,1
727,0,3300,0,X,1
728,200,3300,0,X,1
729,400,3300,0,X,1
730,600,3300,0,X,1
731,800,3300,0,X,1
732,1000,3300,0,X,1
733,1200,3300,0,X,1
734,1400,3300,0,X,1
735,1600,3300,0,X,1
736,1800,3300,0,X,1
737,2000,3300,0,X,1
738,2200,3300,0,X,1
739,2400,3300,0,X,1
740,2600,3300,0,X,1
741,2800,3300,0,X,1
742,3000,3300,0,X,1
743,3200,3300,0,X,1
744,3400,3300,0,X,1
745,3600,3300,0,X,1
746,3800,3300,0,X,1
747,4000,3300,0,X,1
748,4200,3300,0,X,1
749,0,3400,0,X,1
750,200,3400,0,X,1
751,400,3400,0,X,1
752,600,3400,0,X,1
753,800,3400,0,X,1
754,1000,3400,0,X,1
755,1200,3400,0,X,1
756,1400,3400,0,X,1
757,1600,3400,0,X,1
758,1800,3400,0,X,1
759,2000,3400,0,X,1
760,2200,3400,0,X,1
761,2400,3400,0,X,1
762,2600,3400,0,X,1
763,2800,3400,0,X,1
764,3000,3400,0,X,1
765,3200,3400,0,X,1
766,3400,3400,0,X,1
767,3600,3400,0,X,1
768,3800,3400,0,X,1
769,4000,3400,0,X,1
770,4200,3400,0,X,1
771,0,3500,0,X,1
772,200,3500,0,X,1
773,400,3500,0,X,1
774,600,3500,0,X,1
775,800,3500,0,X,1
776,1000,3500,0,X,1
777,1200,3500,0,X,1
778,1400,3500,0,X,1
779,1600,3500,0,X,1
780,1800,3500,0,X,1
781,2000,3500,0,X,1
782,2200,3500,0,X,1
783,2400,3500,0,X,1
784,2600,3500,0,X,1
785,2800,3500,0,X,1
786,3000,3500,0,X,1
787,3200,3500,0,X,1
788,3400,3500,0,X,1
789,3600,3500,0,X,1
790,3800,3500,0,X,1
791,4000,3500,0,X,1
792,4200,3500,0,X,1
793,0,3600,0,X,1
794,200,3600,0,X,1
795,400,3600,0,X,1
796,600,3600,0,X,1
797,800,3600,0,X,1
798,1000,3600,0,X,1
799,1200,3600,0,X,1
800,1400,3600,0,X,1
801,1600,3600,0,X,1
802,1800,3600,0,X,1
803,2000,3600,0,X,1
804,2200,3600,0,X,1
805,2400,3600,0,X,1
806,2600,3600,0,X,1
807,2800,3600,0,X,1
808,3000,3600,0,X,1
809,3200,3600,0,X,1
810,3400,3600,0,X,1
811,3600,3600,0,X,1
812,3800,3600,0,X,1
813,4000,3600,0,X,1
814,4200,3600,0,X,1
815,0,3700,0,X,1
816,200,3700,0,X,1
817,400,3700,0,X,1
818,600,3700,0,X,1
819,800,3700,0,X,1
820,1000,3700,0,X,1
821,1200,3700,0,X,1
822,1400,3700,0,X,1
823,1600,3700,0,X,1
824,1800,3700,0,X,1
825,2000,3700,0,X,1
826,2200,3700,0,X,1
827,2400,3700,0,X,1
828,2600,3700,0,X,1
829,2800,3700,0,X,1
830,3000,3700,0,X,1
831,3200,3700,0,X,1
832,3400,3700,0,X,1
833,3600,3700,0,X,1
834,3800,3700,0,X,1
835,4000,3700,0,X,1
836,4200,3700,0,X,1
837,0,3800,0,X,1
838,200,3800,0,X,1
839,400,3800,0,X,1
840,600,3800,0,X,1
841,800,3800,0,X,1
842,1000,3800,0,X,1
843,1200,3800,0,X,1
844,1400,3800,0,X,1
845,1600,3800,0,X,1
846,1800,3800,0,X,1
847,2000,3800,0,X,1
848,2200,3800,0,X,1
849,2400,3800,0,X,1
850,2600,3800,0,X,1
851,2800,3800,0,X,1
852,3000,3800,0,X,1
853,3200,3800,0,X,1
854,3400,3800,0,X,1
855,3600,3800,0,X,1
856,3800,3800,0,X,1
857,4000,3800,0,X,1
858,4200,3800,0,X,1
859,0,3900,0,X,1
860,200,3900,0,X,1
861,400,3900,0,X,1
862,600,3900,0,X,1
863,800,3900,0,X,1
864,1000,3900,0,X,1
865,1200,3900,0,X,1
866,1400,3900,0,X,1
867,1600,3900,0,X,1
868,1800,3900,0,X,1
869,2000,3900,0,X,1
870,2200,3900,0,X,1
871,2400,3900,0,X,1
872,2600,3900,0,X,1
873,2800,3900,0,X,1
874,3000,3900,0,X,1
875,3200,3900,0,X,1
876,3400,3900,0,X,1
877,3600,3900,0,X,1
878,3800,3900,0,X,1
879,4000,3900,0,X,1
880,4200,3900,0,X,1
881,0,4000,0,X,1
882,200,4000,0,X,1
883,400,4000,0,X,1
884,600,4000,0,X,1
885,800,4000,0,X,1
886,1000,4000,0,X,1
887,1200,4000,0,X,1
888,1400,4000,0,X,1
889,1600,4000,0,X,1
890,1800,4000,0,X,1
891,2000,4000,0,X,1
892,2200,4000,0,X,1
893,2400,4000,0,X,1
894,2600,4000,0,X,1
895,2800,4000,0,X,1
896,3000,4000,0,X,1
897,3200,4000,0,X,1
898,3400,4000,0,X,1
899,3600,4000,0,X,1
900,3800,4000,0,X,1
901,4000,4000,0,X,1
902,4200,4000,0,X,1
903,0,4100,0,X,1
904,200,4100,0,X,1
905,400,4100,0,X,1
906,600,4100,0,X,1
907,800,4100,0,X,1
908,1000,4100,0,X,1
909,1200,4100,0,X,1
910,1400,4100,0,X,1
911,1600,4100,0,X,1
912,1800,4100,0,X,1
913,2000,4100,0,X,1
914,2200,4100,0,X,1
915,2400,4100,0,X,1
916,2600,4100,0,X,1
917,2800,4100,0,X,1
918,3000,4100,0,X,1
919,3200,4100,0,X,1
920,3400,4100,0,X,1
921,3600,4100,0,X,1
922,3800,4100,0,X,1
923,4000,4100,0,X,1
924,4200,4100,0,X,1
925,0,4200,0,X,1
926,200,4200,0,X,1
927,400,4200,0,X,1
928,600,4200,0,X,1
929,800,4200,0,X,1
930,1000,4200,0,X,1
931,1200,4200,0,X,1
932,1400,4200,0,X,1
933,1600,4200,0,X,1
934,1800,4200,0,X,1
935,2000,4200,0,X,1
936,2200,4200,0,X,1
937,2400,4200,0,X,1
938,2600,4200,0,X,1
939,2800,4200,0,X,1
940,3000,4200,0,X,1
941,3200,4200,0,X,1
942,3400,4200,0,X,1
943,3600,4200,0,X,1
944,3800,4200,0,X,1
945,4000,4200,0,X,1
946,4200,4200,0,X,1
947,0,4300,0,X,1
948,200,4300,0,X,1
949,400,4300,0,X,1
950,600,4300,0,X,1
951,800,4300,0,X,1
952,1000,4300,0,X,1
953,1200,4300,0,X,1
954,1400,4300,0,X,1
955,1600,4300,0,X,1
956,1800,4300,0,X,1
957,2000,4300,0,X,1
958,2200,4300,0,X,1
959,2400,4300,0,X,1
960,2600,4300,0,X,1
961,2800,4300,0,X,1
962,3000,4300,0,X,1
963,3200,4300,0,X,1
964,3400,4300,0,X,1
965,3600,4300,0,X,1
966,3800,4300,0,X,1
967,4000,4300,0,X,1
968,4200,4300,0,X,1
969,0,4400,0,X,1
970,200,4400,0,X,1
971,400,4400,0,X,1
972,600,4400,0,X,1
973,800,4400,0,X,1
974,1000,4400,0,X,1
975,1200,4400,0,X,1
976,1400,4400,0,X,1
977,1600,4400,0,X,1
978,1800,4400,0,X,1
979,2000,4400,0,X,1
980,2200,4400,0,X,1
981,2400,4400,0,X,1
982,2600,4400,0,X,1
983,2800,4400,0,X,1
984,3000,4400,0,X,1
985,3200,4400,0,X,1
986,3400,4400,0,X,1
987,3600,4400,0,X,1
988,3800,4400,0,X,1
989,4000,4400,0,X,1
990,4200,4400,0,X,1
991,0,4500,0,X,1
992,200,4500,0,X,1
993,400,4500,0,X,1
994,600,4500,0,X,1
995,800,4500,0,X,1
996,1000,4500,0,X,1
997,1200,4500,0,X,1
998,1400,4500,0,X,1
999,1600,4500,0,X,1
1000,1800,4500,0,X,1
1001,2000,4500,0,X,1
1002,2200,4500,0,X,1
1003,2400,4500,0,X,1
1004,2600,4500,0,X,1
1005,2800,4500,0,X,1
1006,3000,4500,0,X,1
1007,3200,4500,0,X,1
1008,3400,4500,0,X,1
1009,3600,4500,0,X,1
1010,3800,4500,0,X,1
1011,4000,4500,0,X,1
1012,4200,4500,0,X,1
1013,0,0,100,X,1
1014,200,0,100,X,1
1015,400,0,100,X,1
1016,600,0,100,X,1
1017,800,0,100,X,1
1018,1000,0,100,X,0
1019,1200,0,100,X,0
1020,1400,0,100,X,0
1021,1600,0,100,X,0
1022,1800,0,100,X,0
1023,2000,0,100,X,1
1024,2200,0,100,X,1
1025,2400,0,100,X,1
1026,2600,0,100,X,1
1027,2800,0,100,X,1
